name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clostridiales Family XVI. Incertae Sedis	543347	F	10	0	10	0.00000
Acutalibacteraceae	3082771	F	2232	457	2689	0.00004
Proteinivoracaceae	1491775	F	2176	7	2183	0.00003
Desulfallaceae	2867375	F	1842	12	1854	0.00003
Butyricicoccaceae	3085642	F	950	77	1027	0.00001
Syntrophomonadaceae	68298	F	264	1	265	0.00000
Heliobacteriaceae	31984	F	233	1	234	0.00000
Aristaeellaceae	3046368	F	153	0	153	0.00000
Symbiobacteriaceae	543349	F	60	0	60	0.00000
Desulfotomaculaceae	2937910	F	38	16	54	0.00000
Thermincolaceae	2937911	F	15	0	15	0.00000
Lachnospiraceae	186803	F	228880	19545	248425	0.00348
Vallitaleaceae	2603322	F	3317	39	3356	0.00005
Cellulosilyticaceae	3018741	F	1412	51	1463	0.00002
Anaerotignaceae	3118652	F	854	303	1157	0.00002
Defluviitaleaceae	1185407	F	368	160	528	0.00001
Peptostreptococcaceae	186804	F	45962	1256	47218	0.00066
Anaerovoracaceae	543314	F	8712	460	9172	0.00013
Natronincolaceae	3118656	F	2441	22	2463	0.00003
Filifactoraceae	3118655	F	1134	67	1201	0.00002
Thermotaleaceae	3118657	F	610	12	622	0.00001
Caminicellaceae	3118654	F	236	4	240	0.00000
Peptoclostridiaceae	3120161	F	49	0	49	0.00000
Thermoanaerobacteraceae	186814	F	3395	65	3460	0.00005
Candidatus Desulforudaceae	3399799	F	164	0	164	0.00000
Thermoanaerobacterales Family IV. Incertae Sedis	543372	F	85	3	88	0.00000
Halanaerobiaceae	972	F	1452	1	1453	0.00002
Halobacteroidaceae	53434	F	539	61	600	0.00001
Halothermotrichaceae	3046412	F	30	0	30	0.00000
Neomoorellaceae	3039168	F	1186	0	1186	0.00002
Zhaonellaceae	2748673	F	666	3	669	0.00001
Desulfitibacteraceae	3039170	F	53	0	53	0.00000
Christensenellaceae	990719	F	1464	108	1572	0.00002
Tepidanaerobacteraceae	2770092	F	828	1	829	0.00001
Thermosediminibacteraceae	2770093	F	53	699	752	0.00001
Monoglobaceae	3085657	F	381	70	451	0.00001
Natranaerofabaceae	2807496	F	219	0	219	0.00000
Natranaerobiaceae	485255	F	25	0	25	0.00000
Koleobacteraceae	2786988	F	52	0	52	0.00000
Selenomonadaceae	1843491	F	7523	59	7582	0.00011
Sporomusaceae	1843490	F	5457	45	5502	0.00008
Veillonellaceae	31977	F	2434	55	2489	0.00003
Acidaminococcaceae	909930	F	2418	33	2451	0.00003
Peptoniphilaceae	1570339	F	7503	441	7944	0.00011
Tissierellaceae	1737406	F	2793	11	2804	0.00004
Sporanaerobacteraceae	2992718	F	1809	49	1858	0.00003
Tepidimicrobiaceae	2992719	F	427	11	438	0.00001
Acidilutibacteraceae	2992717	F	259	13	272	0.00000
Gottschalkiaceae	2042895	F	245	0	245	0.00000
Thermohalobacteraceae	2848916	F	107	1572	1679	0.00002
Caldicellulosiruptoraceae	3071002	F	2801	5	2806	0.00004
Dethiobacteraceae	3086088	F	243	0	243	0.00000
Geochordaceae	3366852	F	36	0	36	0.00000
Limnochordaceae	1676650	F	22	81	103	0.00000
Microbacteriaceae	85023	F	576749	43620	620369	0.00869
Micrococcaceae	1268	F	42176	2653	44829	0.00063
Cellulomonadaceae	85016	F	31483	2636	34119	0.00048
Promicromonosporaceae	85017	F	15192	1725	16917	0.00024
Intrasporangiaceae	85021	F	7131	569	7700	0.00011
Dermabacteraceae	85020	F	6429	688	7117	0.00010
Brevibacteriaceae	85019	F	5666	716	6382	0.00009
Sanguibacteraceae	145360	F	5225	5282	10507	0.00015
Ornithinimicrobiaceae	2805590	F	3614	220	3834	0.00005
Ruaniaceae	1331736	F	2862	111	2973	0.00004
Demequinaceae	1042322	F	2748	214	2962	0.00004
