name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aequoribacter	2847769	G	26	2	28	0.00000
Kineobactrum	2678529	G	11	0	11	0.00000
Zhongshania	1434050	G	170	0	170	0.00000
Spongiibacter	630749	G	147	0	147	0.00000
Rheinheimera	67575	G	971	5	976	0.00002
Nitrosococcus	1227	G	348	27	375	0.00001
Thiorhodovibrio	61593	G	321	80	401	0.00001
Thioflavicoccus	156885	G	117	35	152	0.00000
Thiocapsa	1056	G	96	40	136	0.00000
Candidatus Nitrosoglobus	1980513	G	95	32	127	0.00000
Thermochromatium	85073	G	56	43	99	0.00000
Candidatus Nitrosacidococcus	2796146	G	41	9	50	0.00000
Thiocystis	13724	G	27	15	42	0.00000
Allochromatium	85072	G	19	12	31	0.00000
Thiodictyon	53392	G	17	4	21	0.00000
Caldichromatium	2828366	G	17	11	28	0.00000
Ectothiorhodospira	1051	G	480	2	482	0.00001
Acidihalobacter	1765964	G	392	1	393	0.00001
Thioalkalivibrio	106633	G	261	1	262	0.00000
Halorhodospira	85108	G	173	0	173	0.00000
Sediminicurvatus	3383961	G	152	0	152	0.00000
Spiribacter	1335745	G	115	0	115	0.00000
Alkalilimnicola	133193	G	57	0	57	0.00000
Aquisalimonas	406099	G	43	0	43	0.00000
Ectothiorhodosinus	233099	G	31	0	31	0.00000
Thiosocius	2780488	G	126	0	126	0.00000
Candidatus Thiodiazotropha	1913444	G	101	0	101	0.00000
Candidatus Endoriftia	393764	G	74	0	74	0.00000
Sedimenticola	349742	G	44	0	44	0.00000
Thiolapillus	1608298	G	25	0	25	0.00000
Granulosicoccus	437504	G	221	0	221	0.00000
Sulfuriflexus	1860077	G	134	0	134	0.00000
Halothiobacillus	109262	G	197	1	198	0.00000
Wenzhouxiangella	1676142	G	99	0	99	0.00000
Guyparkeria	2035712	G	43	0	43	0.00000
Gilliamella	1193503	G	3398	8	3406	0.00006
Orbus	743714	G	839	0	839	0.00002
Frischella	1335631	G	234	2	236	0.00000
Zophobihabitans	2894762	G	87	0	87	0.00000
Utexia	3373510	G	76	0	76	0.00000
Methylomonas	416	G	1941	2	1943	0.00004
Methylotuvimicrobium	2822410	G	466	0	466	0.00001
Methylococcus	413	G	335	1	336	0.00001
Methylobacter	429	G	322	2	324	0.00001
Methylogaea	1295378	G	192	0	192	0.00000
Methylocaldum	73778	G	177	0	177	0.00000
Methylomagnum	1760987	G	100	0	100	0.00000
Methyloprofundus	1565313	G	70	0	70	0.00000
Methylovulum	762296	G	26	0	26	0.00000
Methylomicrobium	39773	G	17	0	17	0.00000
Methylomarinum	1221209	G	15	0	15	0.00000
Methylomarinovum	1486720	G	16	0	16	0.00000
Candidatus Pseudothioglobus	2841677	G	882	47	929	0.00002
Candidatus Vesicomyidisocius	2732587	G	460	0	460	0.00001
Candidatus Ruthturnera	1541743	G	366	14	380	0.00001
Candidatus Thioglobus	655184	G	53	9	62	0.00000
Candidatus Palibaumannia	198346	G	309	150	459	0.00001
Candidatus Vondammii	2686004	G	14	0	14	0.00000
Celerinatantimonas	412033	G	43	0	43	0.00000
Candidatus Steffania	1076625	G	16	0	16	0.00000
Flagellatimonas	2893022	G	950	2	952	0.00002
Solimonas	413435	G	126	0	126	0.00000
Hydrocarboniphaga	243627	G	116	0	116	0.00000
Nevskia	64001	G	49	0	49	0.00000
Sinimarinibacterium	1861863	G	20	0	20	0.00000
Algiphilus	1266053	G	395	0	395	0.00001
Ignatzschineria	112008	G	838	0	838	0.00002
Wohlfahrtiimonas	582472	G	307	1	308	0.00001
Cardiobacterium	2717	G	84	0	84	0.00000
Suttonella	13275	G	61	0	61	0.00000
Kangiella	261963	G	275	0	275	0.00001
Candidatus Spongiihabitans	3033996	G	269	0	269	0.00000
Immundisolibacter	1934947	G	216	0	216	0.00000
Acidiferrobacter	986106	G	95	1	96	0.00000
Sulfurifustis	1692042	G	14	0	14	0.00000
Sulfuricaulis	1744881	G	11	83	94	0.00000
Thiohalobacter	1273155	G	79	0	79	0.00000
Steroidobacter	469322	G	50	0	50	0.00000
Candidatus Portiera	235572	G	38	0	38	0.00000
Salinisphaera	180541	G	35	0	35	0.00000
Woeseia	1738655	G	25	0	25	0.00000
Delftia	80865	G	13463138	546231	14009369	0.25923
Comamonas	283	G	1171181	15593	1186774	0.02196
Acidovorax	12916	G	165471	2781	168252	0.00311
Diaphorobacter	238749	G	49787	3048	52835	0.00098
Rhodoferax	28065	G	47483	227	47710	0.00088
Hydrogenophaga	47420	G	42822	546	43368	0.00080
Variovorax	34072	G	41800	286	42086	0.00078
Limnohabitans	665874	G	32734	75	32809	0.00061
Polaromonas	52972	G	18970	25	18995	0.00035
Alicycliphilus	201096	G	14391	685	15076	0.00028
Ottowia	219181	G	13543	81	13624	0.00025
Paracidovorax	3051137	G	9827	230	10057	0.00019
Melaminivora	1649468	G	5639	84	5723	0.00011
Simplicispira	352450	G	5632	89	5721	0.00011
Vandammella	2919468	G	5560	8	5568	0.00010
Paenacidovorax	3051138	G	3172	36	3208	0.00006
Ramlibacter	174951	G	2835	10	2845	0.00005
Pulveribacter	2678886	G	2742	24	2766	0.00005
Verminephrobacter	364316	G	2430	3	2433	0.00005
Serpentinimonas	2490452	G	2104	6	2110	0.00004
Curvibacter	281915	G	1972	35	2007	0.00004
Hylemonella	232523	G	1880	3	1883	0.00003
Brachymonas	28219	G	1420	6	1426	0.00003
Candidatus Symbiobacter	1436289	G	377	0	377	0.00001
Cupriavidus	106589	G	13034	508	13542	0.00025
Burkholderia	32008	G	10576	1130	11706	0.00022
Paraburkholderia	1822464	G	9703	226	9929	0.00018
Polynucleobacter	44013	G	9595	4	9599	0.00018
Ralstonia	48736	G	5173	533	5706	0.00011
Pandoraea	93217	G	2974	98	3072	0.00006
Limnobacter	131079	G	1329	1	1330	0.00002
Caballeronia	1827195	G	1125	116	1241	0.00002
Mycetohabitans	2571159	G	560	3	563	0.00001
Imbroritus	3422601	G	455	22	477	0.00001
Pararobbsia	2718863	G	379	4	383	0.00001
Robbsia	2038280	G	305	3	308	0.00001
Mycoavidus	1810868	G	235	0	235	0.00000
Trinickia	2571160	G	195	7	202	0.00000
Lautropia	47670	G	78	0	78	0.00000
Ephemeroptericola	2680021	G	68	0	68	0.00000
Candidatus Vallotiella	2018044	G	66	0	66	0.00000
Achromobacter	222	G	21497	1250	22747	0.00042
Alcaligenes	507	G	11119	335	11454	0.00021
Bordetella	517	G	9166	748	9914	0.00018
Pigmentiphaga	152267	G	1455	26	1481	0.00003
Castellaniella	359336	G	1155	50	1205	0.00002
Pollutimonas	2987599	G	1049	353	1402	0.00003
Advenella	290425	G	964	44	1008	0.00002
Orrella	1921582	G	818	100	918	0.00002
Neopusillimonas	2987605	G	734	95	829	0.00002
Pusillimonas	305976	G	606	64	670	0.00001
Kerstersia	257820	G	528	29	557	0.00001
Ampullimonas	1920247	G	452	2	454	0.00001
Paralcaligenes	1148163	G	394	7	401	0.00001
Pelistega	106146	G	257	4	261	0.00000
Parapusillimonas	1403714	G	218	49	267	0.00000
Basilea	1472344	G	175	1	176	0.00000
Taylorella	29574	G	164	36	200	0.00000
Paenalcaligenes	1100891	G	131	6	137	0.00000
Oligella	90243	G	72	2	74	0.00000
Massilia	149698	G	4494	475	4969	0.00009
Pseudoduganella	1522432	G	2675	311	2986	0.00006
Duganella	75654	G	1155	136	1291	0.00002
Rugamonas	212744	G	403	85	488	0.00001
Telluria	34069	G	173	51	224	0.00000
Herbaspirillum	963	G	3041	118	3159	0.00006
Janthinobacterium	29580	G	3027	229	3256	0.00006
Undibacterium	401469	G	1659	37	1696	0.00003
Collimonas	202907	G	1320	49	1369	0.00003
Herminiimonas	303379	G	490	17	507	0.00001
Actimicrobium	1051898	G	356	23	379	0.00001
Oxalobacter	846	G	316	5	321	0.00001
Noviherbaspirillum	1344552	G	291	9	300	0.00001
Glaciimonas	1229970	G	180	10	190	0.00000
Candidatus Zinderia	884214	G	19	0	19	0.00000
Roseateles	93681	G	7846	208	8054	0.00015
Piscinibacter	1114981	G	1720	26	1746	0.00003
Rubrivivax	28067	G	1115	45	1160	0.00002
Caldimonas	196013	G	1071	38	1109	0.00002
Sphaerotilus	34102	G	722	31	753	0.00001
Methylibium	316612	G	659	37	696	0.00001
Inhella	644355	G	648	19	667	0.00001
Ideonella	36862	G	380	20	400	0.00001
Leptothrix	88	G	219	10	229	0.00000
Aquincola	391952	G	202	23	225	0.00000
Azohydromonas	312063	G	24	0	24	0.00000
Xylophilus	54066	G	1689	12	1701	0.00003
Tepidimonas	114248	G	1294	5	1299	0.00002
Aquabacterium	92793	G	1090	24	1114	0.00002
Thiomonas	32012	G	568	0	568	0.00001
Eleftheria	1597779	G	204	2	206	0.00000
Piscinibacterium	2066914	G	192	0	192	0.00000
Rhizobacter	212743	G	106	1	107	0.00000
Sutterella	40544	G	136	1	137	0.00000
Turicimonas	1918598	G	88	1	89	0.00000
Duodenibacillus	1980697	G	14	0	14	0.00000
Neisseria	482	G	3095	191	3286	0.00006
Vitreoscilla	59	G	843	13	856	0.00002
Conchiformibius	334107	G	556	15	571	0.00001
Kingella	32257	G	323	35	358	0.00001
Eikenella	538	G	252	29	281	0.00001
Uruburuella	299568	G	252	10	262	0.00000
Snodgrassella	1193515	G	152	3	155	0.00000
Simonsiella	71	G	151	11	162	0.00000
Alysiella	194195	G	127	12	139	0.00000
Paralysiella	2898489	G	80	2	82	0.00000
Wielerella	2944815	G	57	4	61	0.00000
Crenobacter	1654931	G	38	1	39	0.00000
Aquella	2593687	G	32	0	32	0.00000
Bergeriella	334108	G	18	4	22	0.00000
Chromobacterium	535	G	2185	23	2208	0.00004
Aquitalea	407217	G	1436	29	1465	0.00003
Paludibacterium	400060	G	407	4	411	0.00001
Vogesella	57739	G	164	4	168	0.00000
Pseudogulbenkiania	568394	G	163	3	166	0.00000
Chitinibacter	230666	G	664	43	707	0.00001
Iodobacter	32014	G	429	10	439	0.00001
Silvimonas	300264	G	338	6	344	0.00001
Deefgea	400947	G	318	29	347	0.00001
Jeongeupia	885864	G	283	14	297	0.00001
Chitinolyticbacter	1055692	G	269	20	289	0.00001
Chitiniphilus	585890	G	114	4	118	0.00000
Chitinimonas	240411	G	101	1	102	0.00000
Aquaspirillum	187	G	185	2	187	0.00000
Laribacter	168470	G	115	5	120	0.00000
Microvirgula	57479	G	12	0	12	0.00000
Methyloradius	2872156	G	1134	8	1142	0.00002
Candidatus Methylopumilus	1679002	G	777	6	783	0.00001
Methylophilus	16	G	760	2	762	0.00001
Methylobacillus	404	G	387	6	393	0.00001
Methylovorus	81682	G	362	1	363	0.00001
Methylotenera	359407	G	306	2	308	0.00001
Methyloversatilis	378210	G	427	1	428	0.00001
Denitratisoma	311181	G	298	5	303	0.00001
Sterolibacterium	157591	G	248	1	249	0.00000
Sulfuricystis	3050898	G	108	1	109	0.00000
Rugosibacter	1914449	G	78	0	78	0.00000
Sulfuritalea	1054211	G	56	0	56	0.00000
Nitrosomonas	914	G	512	2	514	0.00001
Nitrosospira	35798	G	265	2	267	0.00000
Ferriphaselus	1443590	G	246	11	257	0.00000
Sideroxydans	314343	G	213	10	223	0.00000
Candidatus Nitrotoga	453161	G	120	3	123	0.00000
Ferrigenium	2249462	G	101	3	104	0.00000
Sideroxyarcus	2943286	G	62	5	67	0.00000
Sulfuriferula	1778653	G	567	4	571	0.00001
Sulfurimicrobium	2772198	G	54	0	54	0.00000
Sulfuricella	935200	G	17	0	17	0.00000
Thiobacillus	919	G	117	0	117	0.00000
Sulfuritortus	1938335	G	25	0	25	0.00000
Usitatibacter	2803845	G	141	0	141	0.00000
Thauera	33057	G	1347	57	1404	0.00003
Azoarcus	12960	G	654	48	702	0.00001
Nitrogeniibacter	2891294	G	349	2	351	0.00001
Parazoarcus	2891322	G	200	3	203	0.00000
Pseudothauera	2891324	G	144	2	146	0.00000
Pseudazoarcus	2891323	G	36	0	36	0.00000
Dechloromonas	73029	G	1060	41	1101	0.00002
Ferribacterium	88875	G	406	4	410	0.00001
Azonexus	146936	G	391	43	434	0.00001
Quatrionicoccus	138117	G	81	5	86	0.00000
Aromatoleum	551759	G	864	114	978	0.00002
Azospira	146937	G	584	15	599	0.00001
Oryzomicrobium	1911577	G	193	2	195	0.00000
Niveibacterium	1769726	G	133	0	133	0.00000
Fluviibacter	2808942	G	126	1	127	0.00000
Candidatus Kinetoplastidibacterium	33055	G	670	1	671	0.00001
Candidatus Accumulibacter	327159	G	146	0	146	0.00000
Chitinivorax	1433992	G	127	0	127	0.00000
Candidatus Profftella	1381133	G	84	0	84	0.00000
Ferrovum	416212	G	25	0	25	0.00000
Brucella	234	G	109276	20704	129980	0.00241
Ochrobactrum	528	G	10059	6067	16126	0.00030
Pseudochrobactrum	354349	G	29309	395	29704	0.00055
Agrobacterium	357	G	9136	2515	11651	0.00022
Rhizobium	379	G	9064	532	9596	0.00018
Pararhizobium	1612611	G	3701	159	3860	0.00007
Neorhizobium	1525371	G	1185	29	1214	0.00002
Allorhizobium	78526	G	98	44	142	0.00000
Pseudorhizobium	1903858	G	54	2	56	0.00000
Shinella	323620	G	14758	433	15191	0.00028
Sinorhizobium	28105	G	4994	207	5201	0.00010
Ensifer	106591	G	1501	53	1554	0.00003
Hoeflea	274591	G	650	9	659	0.00001
Georhizobium	2661800	G	249	2	251	0.00000
Peteryoungia	2853332	G	160	3	163	0.00000
Liberibacter	34019	G	107	1	108	0.00000
Lentilitoribacter	1649463	G	93	0	93	0.00000
